start,end,load
2015-01-12 19:30:00+00:00,2015-01-12 19:45:00+00:00,64149
2015-01-12 19:45:00+00:00,2015-01-12 20:00:00+00:00,62945
2015-01-12 20:00:00+00:00,2015-01-12 20:15:00+00:00,62333
2015-01-12 20:15:00+00:00,2015-01-12 20:30:00+00:00,61800
2015-01-12 20:30:00+00:00,2015-01-12 20:45:00+00:00,60953
2015-01-12 20:45:00+00:00,2015-01-12 21:00:00+00:00,60290
2015-01-12 21:00:00+00:00,2015-01-12 21:15:00+00:00,60385
2015-01-12 21:15:00+00:00,2015-01-12 21:30:00+00:00,59288
2015-01-12 21:30:00+00:00,2015-01-12 21:45:00+00:00,58225
2015-01-12 21:45:00+00:00,2015-01-12 22:00:00+00:00,56788
2015-01-12 22:00:00+00:00,2015-01-12 22:15:00+00:00,55859
2015-01-12 22:15:00+00:00,2015-01-12 22:30:00+00:00,54458
2015-01-12 22:30:00+00:00,2015-01-12 22:45:00+00:00,53200
2015-01-12 22:45:00+00:00,2015-01-12 23:00:00+00:00,52603
2015-01-12 23:00:00+00:00,2015-01-12 23:15:00+00:00,51083
2015-01-12 23:15:00+00:00,2015-01-12 23:30:00+00:00,50628
2015-01-12 23:30:00+00:00,2015-01-12 23:45:00+00:00,49718
2015-01-12 23:45:00+00:00,2015-01-13 00:00:00+00:00,49181
2015-01-13 00:00:00+00:00,2015-01-13 00:15:00+00:00,48826
2015-01-13 00:15:00+00:00,2015-01-13 00:30:00+00:00,48313
2015-01-13 00:30:00+00:00,2015-01-13 00:45:00+00:00,48055
2015-01-13 00:45:00+00:00,2015-01-13 01:00:00+00:00,47677
2015-01-13 01:00:00+00:00,2015-01-13 01:15:00+00:00,47153
2015-01-13 01:15:00+00:00,2015-01-13 01:30:00+00:00,47149
2015-01-13 01:30:00+00:00,2015-01-13 01:45:00+00:00,47326
2015-01-13 01:45:00+00:00,2015-01-13 02:00:00+00:00,47109
2015-01-13 02:00:00+00:00,2015-01-13 02:15:00+00:00,47123
2015-01-13 02:15:00+00:00,2015-01-13 02:30:00+00:00,46865
2015-01-13 02:30:00+00:00,2015-01-13 02:45:00+00:00,46939
2015-01-13 02:45:00+00:00,2015-01-13 03:00:00+00:00,47330
2015-01-13 03:00:00+00:00,2015-01-13 03:15:00+00:00,47917
2015-01-13 03:15:00+00:00,2015-01-13 03:30:00+00:00,48360
2015-01-13 03:30:00+00:00,2015-01-13 03:45:00+00:00,48931
2015-01-13 03:45:00+00:00,2015-01-13 04:00:00+00:00,49831
2015-01-13 04:00:00+00:00,2015-01-13 04:15:00+00:00,50926
2015-01-13 04:15:00+00:00,2015-01-13 04:30:00+00:00,51207
2015-01-13 04:30:00+00:00,2015-01-13 04:45:00+00:00,52085
2015-01-13 04:45:00+00:00,2015-01-13 05:00:00+00:00,53180
2015-01-13 05:00:00+00:00,2015-01-13 05:15:00+00:00,55635
2015-01-13 05:15:00+00:00,2015-01-13 05:30:00+00:00,58357
2015-01-13 05:30:00+00:00,2015-01-13 05:45:00+00:00,60257
2015-01-13 05:45:00+00:00,2015-01-13 06:00:00+00:00,62215
2015-01-13 06:00:00+00:00,2015-01-13 06:15:00+00:00,64855
2015-01-13 06:15:00+00:00,2015-01-13 06:30:00+00:00,66216
2015-01-13 06:30:00+00:00,2015-01-13 06:45:00+00:00,67101
2015-01-13 06:45:00+00:00,2015-01-13 07:00:00+00:00,68001
2015-01-13 07:00:00+00:00,2015-01-13 07:15:00+00:00,68865
2015-01-13 07:15:00+00:00,2015-01-13 07:30:00+00:00,68981
2015-01-13 07:30:00+00:00,2015-01-13 07:45:00+00:00,68519
2015-01-13 07:45:00+00:00,2015-01-13 08:00:00+00:00,68526
2015-01-13 08:00:00+00:00,2015-01-13 08:15:00+00:00,68003
2015-01-13 08:15:00+00:00,2015-01-13 08:30:00+00:00,68322
2015-01-13 08:30:00+00:00,2015-01-13 08:45:00+00:00,68456
2015-01-13 08:45:00+00:00,2015-01-13 09:00:00+00:00,68526
2015-01-13 09:00:00+00:00,2015-01-13 09:15:00+00:00,68428
2015-01-13 09:15:00+00:00,2015-01-13 09:30:00+00:00,68422
2015-01-13 09:30:00+00:00,2015-01-13 09:45:00+00:00,68386
2015-01-13 09:45:00+00:00,2015-01-13 10:00:00+00:00,68261
2015-01-13 10:00:00+00:00,2015-01-13 10:15:00+00:00,68034
2015-01-13 10:15:00+00:00,2015-01-13 10:30:00+00:00,68724
2015-01-13 10:30:00+00:00,2015-01-13 10:45:00+00:00,69209
2015-01-13 10:45:00+00:00,2015-01-13 11:00:00+00:00,69492
2015-01-13 11:00:00+00:00,2015-01-13 11:15:00+00:00,68835
2015-01-13 11:15:00+00:00,2015-01-13 11:30:00+00:00,68883
2015-01-13 11:30:00+00:00,2015-01-13 11:45:00+00:00,68684
2015-01-13 11:45:00+00:00,2015-01-13 12:00:00+00:00,67477
2015-01-13 12:00:00+00:00,2015-01-13 12:15:00+00:00,68325
2015-01-13 12:15:00+00:00,2015-01-13 12:30:00+00:00,68163
2015-01-13 12:30:00+00:00,2015-01-13 12:45:00+00:00,67689
2015-01-13 12:45:00+00:00,2015-01-13 13:00:00+00:00,67328
2015-01-13 13:00:00+00:00,2015-01-13 13:15:00+00:00,66187
2015-01-13 13:15:00+00:00,2015-01-13 13:30:00+00:00,66167
2015-01-13 13:30:00+00:00,2015-01-13 13:45:00+00:00,65854
2015-01-13 13:45:00+00:00,2015-01-13 14:00:00+00:00,65292
2015-01-13 14:00:00+00:00,2015-01-13 14:15:00+00:00,65606
2015-01-13 14:15:00+00:00,2015-01-13 14:30:00+00:00,66421
2015-01-13 14:30:00+00:00,2015-01-13 14:45:00+00:00,66141
2015-01-13 14:45:00+00:00,2015-01-13 15:00:00+00:00,65765
2015-01-13 15:00:00+00:00,2015-01-13 15:15:00+00:00,65685
2015-01-13 15:15:00+00:00,2015-01-13 15:30:00+00:00,65976
2015-01-13 15:30:00+00:00,2015-01-13 15:45:00+00:00,66759
2015-01-13 15:45:00+00:00,2015-01-13 16:00:00+00:00,68116
2015-01-13 16:00:00+00:00,2015-01-13 16:15:00+00:00,69278
2015-01-13 16:15:00+00:00,2015-01-13 16:30:00+00:00,70011
2015-01-13 16:30:00+00:00,2015-01-13 16:45:00+00:00,70484
2015-01-13 16:45:00+00:00,2015-01-13 17:00:00+00:00,70703
2015-01-13 17:00:00+00:00,2015-01-13 17:15:00+00:00,69972
2015-01-13 17:15:00+00:00,2015-01-13 17:30:00+00:00,70013
2015-01-13 17:30:00+00:00,2015-01-13 17:45:00+00:00,69905
2015-01-13 17:45:00+00:00,2015-01-13 18:00:00+00:00,69509
2015-01-13 18:00:00+00:00,2015-01-13 18:15:00+00:00,68446
2015-01-13 18:15:00+00:00,2015-01-13 18:30:00+00:00,67366
2015-01-13 18:30:00+00:00,2015-01-13 18:45:00+00:00,66731
2015-01-13 18:45:00+00:00,2015-01-13 19:00:00+00:00,66155
2015-01-13 19:00:00+00:00,2015-01-13 19:15:00+00:00,64392
2015-01-13 19:15:00+00:00,2015-01-13 19:30:00+00:00,63062
2015-01-13 19:30:00+00:00,2015-01-13 19:45:00+00:00,61831
2015-01-13 19:45:00+00:00,2015-01-13 20:00:00+00:00,61203
2015-01-13 20:00:00+00:00,2015-01-13 20:15:00+00:00,60066
2015-01-13 20:15:00+00:00,2015-01-13 20:30:00+00:00,59500
2015-01-13 20:30:00+00:00,2015-01-13 20:45:00+00:00,59119
2015-01-13 20:45:00+00:00,2015-01-13 21:00:00+00:00,58016
2015-01-13 21:00:00+00:00,2015-01-13 21:15:00+00:00,58177
2015-01-13 21:15:00+00:00,2015-01-13 21:30:00+00:00,57191
2015-01-13 21:30:00+00:00,2015-01-13 21:45:00+00:00,55705
2015-01-13 21:45:00+00:00,2015-01-13 22:00:00+00:00,54923
2015-01-13 22:00:00+00:00,2015-01-13 22:15:00+00:00,53607
2015-01-13 22:15:00+00:00,2015-01-13 22:30:00+00:00,52291
2015-01-13 22:30:00+00:00,2015-01-13 22:45:00+00:00,51538
2015-01-13 22:45:00+00:00,2015-01-13 23:00:00+00:00,50361
2015-01-13 23:00:00+00:00,2015-01-13 23:15:00+00:00,48892
2015-01-13 23:15:00+00:00,2015-01-13 23:30:00+00:00,48078
2015-01-13 23:30:00+00:00,2015-01-13 23:45:00+00:00,47118
2015-01-13 23:45:00+00:00,2015-01-14 00:00:00+00:00,46137
2015-01-14 00:00:00+00:00,2015-01-14 00:15:00+00:00,45541
2015-01-14 00:15:00+00:00,2015-01-14 00:30:00+00:00,45322
2015-01-14 00:30:00+00:00,2015-01-14 00:45:00+00:00,45402
2015-01-14 00:45:00+00:00,2015-01-14 01:00:00+00:00,45015
2015-01-14 01:00:00+00:00,2015-01-14 01:15:00+00:00,44784
2015-01-14 01:15:00+00:00,2015-01-14 01:30:00+00:00,44365
2015-01-14 01:30:00+00:00,2015-01-14 01:45:00+00:00,44346
2015-01-14 01:45:00+00:00,2015-01-14 02:00:00+00:00,44558
2015-01-14 02:00:00+00:00,2015-01-14 02:15:00+00:00,44688
2015-01-14 02:15:00+00:00,2015-01-14 02:30:00+00:00,44829
2015-01-14 02:30:00+00:00,2015-01-14 02:45:00+00:00,44994
2015-01-14 02:45:00+00:00,2015-01-14 03:00:00+00:00,45594
2015-01-14 03:00:00+00:00,2015-01-14 03:15:00+00:00,45909
2015-01-14 03:15:00+00:00,2015-01-14 03:30:00+00:00,46476
2015-01-14 03:30:00+00:00,2015-01-14 03:45:00+00:00,46782
2015-01-14 03:45:00+00:00,2015-01-14 04:00:00+00:00,47614
2015-01-14 04:00:00+00:00,2015-01-14 04:15:00+00:00,48584
2015-01-14 04:15:00+00:00,2015-01-14 04:30:00+00:00,49405
2015-01-14 04:30:00+00:00,2015-01-14 04:45:00+00:00,51145
2015-01-14 04:45:00+00:00,2015-01-14 05:00:00+00:00,52247
2015-01-14 05:00:00+00:00,2015-01-14 05:15:00+00:00,55005
2015-01-14 05:15:00+00:00,2015-01-14 05:30:00+00:00,57275
2015-01-14 05:30:00+00:00,2015-01-14 05:45:00+00:00,59757
2015-01-14 05:45:00+00:00,2015-01-14 06:00:00+00:00,61859
2015-01-14 06:00:00+00:00,2015-01-14 06:15:00+00:00,63984
2015-01-14 06:15:00+00:00,2015-01-14 06:30:00+00:00,65427
2015-01-14 06:30:00+00:00,2015-01-14 06:45:00+00:00,66625
2015-01-14 06:45:00+00:00,2015-01-14 07:00:00+00:00,67900
2015-01-14 07:00:00+00:00,2015-01-14 07:15:00+00:00,68584
2015-01-14 07:15:00+00:00,2015-01-14 07:30:00+00:00,68734
2015-01-14 07:30:00+00:00,2015-01-14 07:45:00+00:00,68512
2015-01-14 07:45:00+00:00,2015-01-14 08:00:00+00:00,68473
2015-01-14 08:00:00+00:00,2015-01-14 08:15:00+00:00,67748
2015-01-14 08:15:00+00:00,2015-01-14 08:30:00+00:00,67720
2015-01-14 08:30:00+00:00,2015-01-14 08:45:00+00:00,68034
2015-01-14 08:45:00+00:00,2015-01-14 09:00:00+00:00,67991
2015-01-14 09:00:00+00:00,2015-01-14 09:15:00+00:00,68299
2015-01-14 09:15:00+00:00,2015-01-14 09:30:00+00:00,69028
2015-01-14 09:30:00+00:00,2015-01-14 09:45:00+00:00,68995
2015-01-14 09:45:00+00:00,2015-01-14 10:00:00+00:00,69190
2015-01-14 10:00:00+00:00,2015-01-14 10:15:00+00:00,69229
2015-01-14 10:15:00+00:00,2015-01-14 10:30:00+00:00,69237
2015-01-14 10:30:00+00:00,2015-01-14 10:45:00+00:00,69949
2015-01-14 10:45:00+00:00,2015-01-14 11:00:00+00:00,69914
2015-01-14 11:00:00+00:00,2015-01-14 11:15:00+00:00,69074
2015-01-14 11:15:00+00:00,2015-01-14 11:30:00+00:00,68753
2015-01-14 11:30:00+00:00,2015-01-14 11:45:00+00:00,68413
2015-01-14 11:45:00+00:00,2015-01-14 12:00:00+00:00,68393
2015-01-14 12:00:00+00:00,2015-01-14 12:15:00+00:00,68761
2015-01-14 12:15:00+00:00,2015-01-14 12:30:00+00:00,68774
2015-01-14 12:30:00+00:00,2015-01-14 12:45:00+00:00,68607
2015-01-14 12:45:00+00:00,2015-01-14 13:00:00+00:00,68166
2015-01-14 13:00:00+00:00,2015-01-14 13:15:00+00:00,68124
2015-01-14 13:15:00+00:00,2015-01-14 13:30:00+00:00,67918
2015-01-14 13:30:00+00:00,2015-01-14 13:45:00+00:00,67767
2015-01-14 13:45:00+00:00,2015-01-14 14:00:00+00:00,67231
2015-01-14 14:00:00+00:00,2015-01-14 14:15:00+00:00,67277
2015-01-14 14:15:00+00:00,2015-01-14 14:30:00+00:00,67053
2015-01-14 14:30:00+00:00,2015-01-14 14:45:00+00:00,67275
2015-01-14 14:45:00+00:00,2015-01-14 15:00:00+00:00,66971
2015-01-14 15:00:00+00:00,2015-01-14 15:15:00+00:00,66879
2015-01-14 15:15:00+00:00,2015-01-14 15:30:00+00:00,67024
2015-01-14 15:30:00+00:00,2015-01-14 15:45:00+00:00,67217
2015-01-14 15:45:00+00:00,2015-01-14 16:00:00+00:00,67671
2015-01-14 16:00:00+00:00,2015-01-14 16:15:00+00:00,69166
2015-01-14 16:15:00+00:00,2015-01-14 16:30:00+00:00,70057
2015-01-14 16:30:00+00:00,2015-01-14 16:45:00+00:00,70816
2015-01-14 16:45:00+00:00,2015-01-14 17:00:00+00:00,70583
2015-01-14 17:00:00+00:00,2015-01-14 17:15:00+00:00,69776
2015-01-14 17:15:00+00:00,2015-01-14 17:30:00+00:00,69652
2015-01-14 17:30:00+00:00,2015-01-14 17:45:00+00:00,69545
2015-01-14 17:45:00+00:00,2015-01-14 18:00:00+00:00,69405
2015-01-14 18:00:00+00:00,2015-01-14 18:15:00+00:00,68575
2015-01-14 18:15:00+00:00,2015-01-14 18:30:00+00:00,67892
2015-01-14 18:30:00+00:00,2015-01-14 18:45:00+00:00,67376
2015-01-14 18:45:00+00:00,2015-01-14 19:00:00+00:00,66503
2015-01-14 19:00:00+00:00,2015-01-14 19:15:00+00:00,65442
2015-01-14 19:15:00+00:00,2015-01-14 19:30:00+00:00,64334
2015-01-14 19:30:00+00:00,2015-01-14 19:45:00+00:00,62801
2015-01-14 19:45:00+00:00,2015-01-14 20:00:00+00:00,61815
2015-01-14 20:00:00+00:00,2015-01-14 20:15:00+00:00,61141
2015-01-14 20:15:00+00:00,2015-01-14 20:30:00+00:00,60886
2015-01-14 20:30:00+00:00,2015-01-14 20:45:00+00:00,59814
2015-01-14 20:45:00+00:00,2015-01-14 21:00:00+00:00,58782
2015-01-14 21:00:00+00:00,2015-01-14 21:15:00+00:00,58812
2015-01-14 21:15:00+00:00,2015-01-14 21:30:00+00:00,58027
2015-01-14 21:30:00+00:00,2015-01-14 21:45:00+00:00,56805
2015-01-14 21:45:00+00:00,2015-01-14 22:00:00+00:00,55788
2015-01-14 22:00:00+00:00,2015-01-14 22:15:00+00:00,55274
2015-01-14 22:15:00+00:00,2015-01-14 22:30:00+00:00,54030
2015-01-14 22:30:00+00:00,2015-01-14 22:45:00+00:00,53020
2015-01-14 22:45:00+00:00,2015-01-14 23:00:00+00:00,52267
2015-01-14 23:00:00+00:00,2015-01-14 23:15:00+00:00,51021
2015-01-14 23:15:00+00:00,2015-01-14 23:30:00+00:00,50435
2015-01-14 23:30:00+00:00,2015-01-14 23:45:00+00:00,49635
2015-01-14 23:45:00+00:00,2015-01-15 00:00:00+00:00,48965
2015-01-15 00:00:00+00:00,2015-01-15 00:15:00+00:00,48467
2015-01-15 00:15:00+00:00,2015-01-15 00:30:00+00:00,48124
2015-01-15 00:30:00+00:00,2015-01-15 00:45:00+00:00,47990
2015-01-15 00:45:00+00:00,2015-01-15 01:00:00+00:00,47809
2015-01-15 01:00:00+00:00,2015-01-15 01:15:00+00:00,47360
2015-01-15 01:15:00+00:00,2015-01-15 01:30:00+00:00,46957
2015-01-15 01:30:00+00:00,2015-01-15 01:45:00+00:00,47103
2015-01-15 01:45:00+00:00,2015-01-15 02:00:00+00:00,47011
2015-01-15 02:00:00+00:00,2015-01-15 02:15:00+00:00,47555
2015-01-15 02:15:00+00:00,2015-01-15 02:30:00+00:00,47522
2015-01-15 02:30:00+00:00,2015-01-15 02:45:00+00:00,47668
2015-01-15 02:45:00+00:00,2015-01-15 03:00:00+00:00,47330
2015-01-15 03:00:00+00:00,2015-01-15 03:15:00+00:00,47822
2015-01-15 03:15:00+00:00,2015-01-15 03:30:00+00:00,48075
2015-01-15 03:30:00+00:00,2015-01-15 03:45:00+00:00,48791
2015-01-15 03:45:00+00:00,2015-01-15 04:00:00+00:00,49379
2015-01-15 04:00:00+00:00,2015-01-15 04:15:00+00:00,50468
2015-01-15 04:15:00+00:00,2015-01-15 04:30:00+00:00,51041
2015-01-15 04:30:00+00:00,2015-01-15 04:45:00+00:00,51892
2015-01-15 04:45:00+00:00,2015-01-15 05:00:00+00:00,53465
2015-01-15 05:00:00+00:00,2015-01-15 05:15:00+00:00,56016
2015-01-15 05:15:00+00:00,2015-01-15 05:30:00+00:00,58233
2015-01-15 05:30:00+00:00,2015-01-15 05:45:00+00:00,60437
2015-01-15 05:45:00+00:00,2015-01-15 06:00:00+00:00,62179
2015-01-15 06:00:00+00:00,2015-01-15 06:15:00+00:00,64152
2015-01-15 06:15:00+00:00,2015-01-15 06:30:00+00:00,65347
2015-01-15 06:30:00+00:00,2015-01-15 06:45:00+00:00,66550
2015-01-15 06:45:00+00:00,2015-01-15 07:00:00+00:00,67527
2015-01-15 07:00:00+00:00,2015-01-15 07:15:00+00:00,68503
2015-01-15 07:15:00+00:00,2015-01-15 07:30:00+00:00,68801
2015-01-15 07:30:00+00:00,2015-01-15 07:45:00+00:00,69028
2015-01-15 07:45:00+00:00,2015-01-15 08:00:00+00:00,68807
2015-01-15 08:00:00+00:00,2015-01-15 08:15:00+00:00,68585
2015-01-15 08:15:00+00:00,2015-01-15 08:30:00+00:00,68448
2015-01-15 08:30:00+00:00,2015-01-15 08:45:00+00:00,68628
2015-01-15 08:45:00+00:00,2015-01-15 09:00:00+00:00,68861
2015-01-15 09:00:00+00:00,2015-01-15 09:15:00+00:00,69152
2015-01-15 09:15:00+00:00,2015-01-15 09:30:00+00:00,69477
2015-01-15 09:30:00+00:00,2015-01-15 09:45:00+00:00,69568
2015-01-15 09:45:00+00:00,2015-01-15 10:00:00+00:00,69704
2015-01-15 10:00:00+00:00,2015-01-15 10:15:00+00:00,70291
2015-01-15 10:15:00+00:00,2015-01-15 10:30:00+00:00,70556
2015-01-15 10:30:00+00:00,2015-01-15 10:45:00+00:00,70807
2015-01-15 10:45:00+00:00,2015-01-15 11:00:00+00:00,70412
2015-01-15 11:00:00+00:00,2015-01-15 11:15:00+00:00,69918
2015-01-15 11:15:00+00:00,2015-01-15 11:30:00+00:00,69692
2015-01-15 11:30:00+00:00,2015-01-15 11:45:00+00:00,69529
2015-01-15 11:45:00+00:00,2015-01-15 12:00:00+00:00,69707
2015-01-15 12:00:00+00:00,2015-01-15 12:15:00+00:00,69656
2015-01-15 12:15:00+00:00,2015-01-15 12:30:00+00:00,69377
2015-01-15 12:30:00+00:00,2015-01-15 12:45:00+00:00,69146
2015-01-15 12:45:00+00:00,2015-01-15 13:00:00+00:00,68626
2015-01-15 13:00:00+00:00,2015-01-15 13:15:00+00:00,68573
2015-01-15 13:15:00+00:00,2015-01-15 13:30:00+00:00,68548
2015-01-15 13:30:00+00:00,2015-01-15 13:45:00+00:00,68128
2015-01-15 13:45:00+00:00,2015-01-15 14:00:00+00:00,67537
2015-01-15 14:00:00+00:00,2015-01-15 14:15:00+00:00,68053
2015-01-15 14:15:00+00:00,2015-01-15 14:30:00+00:00,67788
2015-01-15 14:30:00+00:00,2015-01-15 14:45:00+00:00,67464
2015-01-15 14:45:00+00:00,2015-01-15 15:00:00+00:00,67010
2015-01-15 15:00:00+00:00,2015-01-15 15:15:00+00:00,67052
2015-01-15 15:15:00+00:00,2015-01-15 15:30:00+00:00,67141
2015-01-15 15:30:00+00:00,2015-01-15 15:45:00+00:00,67477
2015-01-15 15:45:00+00:00,2015-01-15 16:00:00+00:00,68252
2015-01-15 16:00:00+00:00,2015-01-15 16:15:00+00:00,69401
2015-01-15 16:15:00+00:00,2015-01-15 16:30:00+00:00,70250
2015-01-15 16:30:00+00:00,2015-01-15 16:45:00+00:00,70486
2015-01-15 16:45:00+00:00,2015-01-15 17:00:00+00:00,70605
2015-01-15 17:00:00+00:00,2015-01-15 17:15:00+00:00,70052
2015-01-15 17:15:00+00:00,2015-01-15 17:30:00+00:00,69500
2015-01-15 17:30:00+00:00,2015-01-15 17:45:00+00:00,69584
2015-01-15 17:45:00+00:00,2015-01-15 18:00:00+00:00,69232
2015-01-15 18:00:00+00:00,2015-01-15 18:15:00+00:00,68887
2015-01-15 18:15:00+00:00,2015-01-15 18:30:00+00:00,68252
2015-01-15 18:30:00+00:00,2015-01-15 18:45:00+00:00,67414
2015-01-15 18:45:00+00:00,2015-01-15 19:00:00+00:00,66721
2015-01-15 19:00:00+00:00,2015-01-15 19:15:00+00:00,65607
2015-01-15 19:15:00+00:00,2015-01-15 19:30:00+00:00,64530
2015-01-15 19:30:00+00:00,2015-01-15 19:45:00+00:00,63138
2015-01-15 19:45:00+00:00,2015-01-15 20:00:00+00:00,61948
2015-01-15 20:00:00+00:00,2015-01-15 20:15:00+00:00,61310
2015-01-15 20:15:00+00:00,2015-01-15 20:30:00+00:00,60657
2015-01-15 20:30:00+00:00,2015-01-15 20:45:00+00:00,60202
2015-01-15 20:45:00+00:00,2015-01-15 21:00:00+00:00,59048
2015-01-15 21:00:00+00:00,2015-01-15 21:15:00+00:00,59121
2015-01-15 21:15:00+00:00,2015-01-15 21:30:00+00:00,58280
2015-01-15 21:30:00+00:00,2015-01-15 21:45:00+00:00,57108
2015-01-15 21:45:00+00:00,2015-01-15 22:00:00+00:00,55812
2015-01-15 22:00:00+00:00,2015-01-15 22:15:00+00:00,54409
2015-01-15 22:15:00+00:00,2015-01-15 22:30:00+00:00,53552
2015-01-15 22:30:00+00:00,2015-01-15 22:45:00+00:00,52563
2015-01-15 22:45:00+00:00,2015-01-15 23:00:00+00:00,51622
2015-01-15 23:00:00+00:00,2015-01-15 23:15:00+00:00,50421
2015-01-15 23:15:00+00:00,2015-01-15 23:30:00+00:00,49663
2015-01-15 23:30:00+00:00,2015-01-15 23:45:00+00:00,48910
2015-01-15 23:45:00+00:00,2015-01-16 00:00:00+00:00,48108
2015-01-16 00:00:00+00:00,2015-01-16 00:15:00+00:00,47111
2015-01-16 00:15:00+00:00,2015-01-16 00:30:00+00:00,46542
2015-01-16 00:30:00+00:00,2015-01-16 00:45:00+00:00,46074
2015-01-16 00:45:00+00:00,2015-01-16 01:00:00+00:00,45387
2015-01-16 01:00:00+00:00,2015-01-16 01:15:00+00:00,44767
2015-01-16 01:15:00+00:00,2015-01-16 01:30:00+00:00,44077
2015-01-16 01:30:00+00:00,2015-01-16 01:45:00+00:00,44264
2015-01-16 01:45:00+00:00,2015-01-16 02:00:00+00:00,45026
2015-01-16 02:00:00+00:00,2015-01-16 02:15:00+00:00,45379
2015-01-16 02:15:00+00:00,2015-01-16 02:30:00+00:00,45646
2015-01-16 02:30:00+00:00,2015-01-16 02:45:00+00:00,46105
2015-01-16 02:45:00+00:00,2015-01-16 03:00:00+00:00,46628
2015-01-16 03:00:00+00:00,2015-01-16 03:15:00+00:00,47113
2015-01-16 03:15:00+00:00,2015-01-16 03:30:00+00:00,47571
2015-01-16 03:30:00+00:00,2015-01-16 03:45:00+00:00,48104
2015-01-16 03:45:00+00:00,2015-01-16 04:00:00+00:00,48803
2015-01-16 04:00:00+00:00,2015-01-16 04:15:00+00:00,50066
2015-01-16 04:15:00+00:00,2015-01-16 04:30:00+00:00,50671
2015-01-16 04:30:00+00:00,2015-01-16 04:45:00+00:00,51836
2015-01-16 04:45:00+00:00,2015-01-16 05:00:00+00:00,53250
2015-01-16 05:00:00+00:00,2015-01-16 05:15:00+00:00,55621
2015-01-16 05:15:00+00:00,2015-01-16 05:30:00+00:00,58128
2015-01-16 05:30:00+00:00,2015-01-16 05:45:00+00:00,60219
2015-01-16 05:45:00+00:00,2015-01-16 06:00:00+00:00,62329
2015-01-16 06:00:00+00:00,2015-01-16 06:15:00+00:00,64420
2015-01-16 06:15:00+00:00,2015-01-16 06:30:00+00:00,66004
2015-01-16 06:30:00+00:00,2015-01-16 06:45:00+00:00,66928
2015-01-16 06:45:00+00:00,2015-01-16 07:00:00+00:00,67734
2015-01-16 07:00:00+00:00,2015-01-16 07:15:00+00:00,68489
2015-01-16 07:15:00+00:00,2015-01-16 07:30:00+00:00,68631
2015-01-16 07:30:00+00:00,2015-01-16 07:45:00+00:00,68555
2015-01-16 07:45:00+00:00,2015-01-16 08:00:00+00:00,67925
2015-01-16 08:00:00+00:00,2015-01-16 08:15:00+00:00,67573
2015-01-16 08:15:00+00:00,2015-01-16 08:30:00+00:00,67981
2015-01-16 08:30:00+00:00,2015-01-16 08:45:00+00:00,68194
2015-01-16 08:45:00+00:00,2015-01-16 09:00:00+00:00,68360
2015-01-16 09:00:00+00:00,2015-01-16 09:15:00+00:00,68237
2015-01-16 09:15:00+00:00,2015-01-16 09:30:00+00:00,68409
2015-01-16 09:30:00+00:00,2015-01-16 09:45:00+00:00,68387
2015-01-16 09:45:00+00:00,2015-01-16 10:00:00+00:00,68466
2015-01-16 10:00:00+00:00,2015-01-16 10:15:00+00:00,68760
2015-01-16 10:15:00+00:00,2015-01-16 10:30:00+00:00,68940
2015-01-16 10:30:00+00:00,2015-01-16 10:45:00+00:00,68621
2015-01-16 10:45:00+00:00,2015-01-16 11:00:00+00:00,68464
2015-01-16 11:00:00+00:00,2015-01-16 11:15:00+00:00,68009
2015-01-16 11:15:00+00:00,2015-01-16 11:30:00+00:00,67720
2015-01-16 11:30:00+00:00,2015-01-16 11:45:00+00:00,67511
2015-01-16 11:45:00+00:00,2015-01-16 12:00:00+00:00,67484
2015-01-16 12:00:00+00:00,2015-01-16 12:15:00+00:00,67107
2015-01-16 12:15:00+00:00,2015-01-16 12:30:00+00:00,66513
2015-01-16 12:30:00+00:00,2015-01-16 12:45:00+00:00,65857
2015-01-16 12:45:00+00:00,2015-01-16 13:00:00+00:00,65280
2015-01-16 13:00:00+00:00,2015-01-16 13:15:00+00:00,64935
2015-01-16 13:15:00+00:00,2015-01-16 13:30:00+00:00,64769
2015-01-16 13:30:00+00:00,2015-01-16 13:45:00+00:00,64508
2015-01-16 13:45:00+00:00,2015-01-16 14:00:00+00:00,64313
2015-01-16 14:00:00+00:00,2015-01-16 14:15:00+00:00,64212
2015-01-16 14:15:00+00:00,2015-01-16 14:30:00+00:00,63881
2015-01-16 14:30:00+00:00,2015-01-16 14:45:00+00:00,63655
2015-01-16 14:45:00+00:00,2015-01-16 15:00:00+00:00,63340
2015-01-16 15:00:00+00:00,2015-01-16 15:15:00+00:00,63501
2015-01-16 15:15:00+00:00,2015-01-16 15:30:00+00:00,63727
2015-01-16 15:30:00+00:00,2015-01-16 15:45:00+00:00,64355
2015-01-16 15:45:00+00:00,2015-01-16 16:00:00+00:00,65232
2015-01-16 16:00:00+00:00,2015-01-16 16:15:00+00:00,66541
2015-01-16 16:15:00+00:00,2015-01-16 16:30:00+00:00,67356
2015-01-16 16:30:00+00:00,2015-01-16 16:45:00+00:00,67685
2015-01-16 16:45:00+00:00,2015-01-16 17:00:00+00:00,67859
2015-01-16 17:00:00+00:00,2015-01-16 17:15:00+00:00,67372
2015-01-16 17:15:00+00:00,2015-01-16 17:30:00+00:00,67038
2015-01-16 17:30:00+00:00,2015-01-16 17:45:00+00:00,66810
2015-01-16 17:45:00+00:00,2015-01-16 18:00:00+00:00,66472
